name,url,stars,forks,language,owner,description,pushed_at,created_at,open_issues
articles-flutter-app,https://github.com/YAMMEN98/articles-flutter-app,95,43,Dart,YAMMEN98,,2023-12-10T14:05:00Z,2023-04-26T09:56:05Z,2
iyox-Wormhole,https://github.com/iyox-studios/iyox-Wormhole,95,4,Dart,iyox-studios,An Android Client for the magic-wormhole protocol,2025-03-21T13:28:15Z,2023-05-25T08:37:24Z,5
flutter_zustand,https://github.com/josiahsrc/flutter_zustand,95,1,Dart,josiahsrc,🐻 Bear necessities for state management in Flutter,2025-03-10T01:28:57Z,2024-03-20T01:24:45Z,1
quote_generator,https://github.com/IsaiasCuvula/quote_generator,95,15,Dart,IsaiasCuvula,"Flutter App using  Clean Architecture, Riverpod, GoRoute, SQLite, Google Sign, Internationalization & much more.",2023-09-05T19:03:13Z,2023-02-15T18:31:11Z,0
HyperNet.Surface,https://github.com/Solsynth/HyperNet.Surface,95,5,Dart,Solsynth,The successor of current Hydrogen.Agent | All in one frontend for most Hypernet (Formerly Hydrogen) services.,2025-03-21T16:17:08Z,2024-11-10T09:23:37Z,4
refreshed,https://github.com/Aniketkhote/refreshed,95,8,Dart,Aniketkhote,"Enhanced GetX for Flutter: Stability, Performance, Beginner-Friendly.",2025-02-22T07:47:17Z,2024-02-16T06:10:16Z,6
flutter_printer_plus,https://github.com/liyufengrex/flutter_printer_plus,95,9,Dart,liyufengrex,flutter 端 【小票、标签】打印插件（无厂家SDK嵌入），支持传输方式：usb连接（Android、Windows）、网络连接（各平台兼容），直接将 flutter widget 转图像数据进行打印。  ,2024-08-13T07:51:59Z,2023-03-14T07:28:23Z,5
pizza_app,https://github.com/romain-girou/pizza_app,94,49,Dart,romain-girou,,2024-03-30T08:54:18Z,2024-01-25T09:55:35Z,1
flutter-design-patterns,https://github.com/Deatsilence/flutter-design-patterns,94,9,Dart,Deatsilence,This repository created so that understand design patterns using flutter,2024-04-30T21:25:59Z,2023-10-28T21:03:27Z,0
flutter_chat_app_with_nodejs,https://github.com/RodrigoBertotti/flutter_chat_app_with_nodejs,94,40,Dart,RodrigoBertotti,"A Flutter Chat App built with Node.js, MySQL, and WebSockets.",2025-03-11T20:32:06Z,2023-09-18T12:43:06Z,2
dsbridge_flutter,https://github.com/gtbluesky/dsbridge_flutter,93,17,Dart,gtbluesky,"A modern cross-platform JavaScript bridge, through which you can invoke each other's functions synchronously or asynchronously between JavaScript and Dart.",2025-01-11T07:10:50Z,2023-09-26T05:37:04Z,2
embrace-flutter-sdk,https://github.com/embrace-io/embrace-flutter-sdk,93,5,Dart,embrace-io,Embrace's SDK for Flutter,2025-02-19T17:41:38Z,2023-03-30T19:38:24Z,2
rohd-hcl,https://github.com/intel/rohd-hcl,93,28,Dart,intel,A hardware component library developed with ROHD.,2025-03-20T21:46:42Z,2023-03-30T20:43:35Z,44
Dartotsu,https://github.com/aayush2622/Dartotsu,92,12,Dart,aayush2622,A multiplatform tracking client based on Dantotsu,2025-03-21T05:05:46Z,2024-07-24T19:42:49Z,4
macros,https://github.com/dart-archive/macros,92,7,Dart,dart-archive,A Dart mono-repo for macro development.,2025-02-04T23:09:27Z,2024-06-13T18:29:04Z,0
neubrutalism_ui,https://github.com/deepraj02/neubrutalism_ui,91,7,Dart,deepraj02,"A Very Good Flutter Package, packed with amazing Neubrutalism UI Components.",2024-04-15T08:13:13Z,2023-03-16T13:21:27Z,3
flutter_ui_protos,https://github.com/rxlabz/flutter_ui_protos,91,6,Dart,rxlabz,Flutter UI challenges,2023-04-04T18:13:14Z,2023-04-02T06:42:45Z,1
